rent,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
375.7,52,2,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
717.13,82,3,1970.0,no,yes,yes,Neuh-Nymp,normal,no,yes
255.57,50,2,1918.0,no,yes,no,Neuh-Nymp,normal,no,no
282.24,46,2,1924.0,no,yes,yes,Neuh-Nymp,normal,no,yes
776.99,123,4,1918.0,no,yes,yes,Schwanth,normal,no,yes
828.19,83,3,1918.0,no,yes,yes,Neuh-Nymp,normal,no,yes
457.57,90,4,1967.0,no,yes,yes,Neuh-Nymp,normal,no,yes
1196.44,70,2,1960.0,yes,yes,yes,Bogenh,top,yes,yes
588.0,57,2,1966.0,no,yes,yes,SchwWest,normal,no,yes
253.92,33,2,1957.0,no,yes,yes,Schwab-Frei,normal,no,yes
1048.17,100,4,1990.0,yes,yes,yes,Schwab-Frei,normal,no,yes
396.7,56,2,1966.0,no,yes,yes,SchwWest,normal,no,yes
596.53,56,2,1966.0,no,yes,yes,SchwWest,normal,no,yes
769.51,80,3,1957.0,no,yes,no,Maxvor,good,yes,yes
250.54,21,1,1966.0,no,yes,yes,Maxvor,good,no,yes
296.78,30,1,1957.0,no,yes,yes,Maxvor,good,no,yes
423.26,80,3,1918.0,no,yes,yes,SchwWest,good,no,yes
685.91,80,3,1918.0,no,yes,yes,Schwab-Frei,normal,no,yes
319.84,51,2,1957.0,no,no,yes,Send,normal,no,yes
412.61,44,2,1957.0,no,yes,no,Send,normal,no,yes
513.12,50,2,1966.0,no,no,yes,Send-West,normal,no,yes
638.89,100,4,1918.0,no,yes,yes,Send,normal,no,yes
869.21,85,3,1957.0,no,yes,yes,Alt-Le,normal,no,yes
496.99,46,2,1996.0,no,yes,yes,Moos,normal,no,yes
475.5,88,4,1970.0,no,yes,yes,Laim,normal,no,yes
649.5,70,3,1974.0,no,yes,yes,Laim,normal,no,yes
295.72,38,1,1969.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
495.97,51,2,1973.0,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
461.54,82,3,1970.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
435.61,47,2,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
875.73,100,4,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
449.73,72,3,1969.0,no,yes,yes,Bogenh,normal,no,yes
373.11,40,2,1969.0,no,yes,yes,Bogenh,normal,no,yes
661.61,71,2,1983.0,no,yes,yes,Trud-Rie,top,no,yes
261.28,49,2,1957.0,no,yes,yes,Obgies,normal,no,yes
644.23,78,3,1970.0,no,yes,yes,Obgies,normal,no,yes
470.0,45,2,1966.0,no,yes,yes,Obgies,normal,no,yes
499.75,53,2,1966.0,no,no,yes,Obgies,normal,no,yes
570.9,73,3,1966.0,no,yes,yes,Schwab-Frei,normal,no,yes
818.08,103,4,1967.0,no,yes,yes,SchwWest,normal,no,yes
387.69,50,2,1957.0,no,no,yes,Ram-Per,normal,no,yes
426.06,64,2,1966.0,no,no,yes,Ram-Per,normal,no,yes
564.6,78,2,1984.0,no,yes,yes,Ram-Per,good,no,yes
801.09,88,3,1998.0,yes,yes,yes,Lud-Isar,good,no,yes
509.26,62,3,1966.0,no,yes,yes,Neuh-Nymp,good,no,yes
731.16,80,3,1972.0,yes,yes,yes,Moos,normal,no,yes
839.89,65,2,1973.0,yes,yes,yes,Neuh-Nymp,good,no,yes
445.41,54,3,1948.0,no,yes,yes,Maxvor,good,no,yes
273.75,25,1,1957.0,no,yes,yes,Maxvor,good,no,yes
314.45,32,1,1957.0,no,yes,yes,SchwWest,good,no,yes
935.55,155,5,1918.0,yes,no,yes,Lud-Isar,good,no,yes
356.08,70,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
472.74,80,3,1918.0,no,no,no,Lud-Isar,good,no,yes
280.21,28,1,1918.0,no,no,yes,Maxvor,good,no,yes
357.91,31,1,1918.0,no,yes,yes,Send,normal,no,yes
644.79,87,3,1924.0,no,yes,yes,Ugies-Har,normal,no,yes
501.07,51,2,1939.0,no,yes,no,Neuh-Nymp,normal,no,yes
612.15,55,2,1998.0,no,yes,yes,Laim,good,no,yes
541.98,51,2,1988.0,no,yes,yes,SchwWest,normal,no,yes
165.26,56,3,1957.0,no,yes,no,Laim,normal,no,yes
242.36,28,1,1972.0,no,yes,yes,Laim,normal,no,yes
654.46,60,2,1957.0,no,yes,yes,Bogenh,good,yes,yes
920.34,121,4,1924.0,no,yes,yes,SchwWest,normal,no,yes
285.73,66,3,1970.0,no,yes,yes,Mil-AmH,normal,no,yes
292.7,36,1,1966.0,no,yes,yes,Obgies,normal,no,yes
510.79,42,1,1999.0,no,yes,yes,SchwWest,good,yes,yes
997.04,144,4,1918.0,no,yes,yes,Neuh-Nymp,top,no,yes
738.29,77,3,1980.0,no,yes,yes,Schwab-Frei,good,no,yes
305.81,60,2,1918.0,no,no,yes,Schwab-Frei,good,no,yes
794.11,80,3,1957.0,no,no,yes,Schwab-Frei,good,no,yes
398.81,36,1,1967.0,no,yes,yes,Laim,normal,no,yes
349.05,63,3,1948.0,no,yes,yes,Laim,normal,no,yes
392.87,95,4,1924.0,no,yes,yes,Laim,normal,yes,yes
322.88,27,1,1960.0,no,no,yes,Lud-Isar,good,no,yes
1150.42,105,4,1957.0,yes,no,yes,Lud-Isar,good,no,yes
741.39,81,3,1918.0,no,yes,yes,Au-Haid,normal,no,yes
748.55,63,2,1957.0,no,yes,no,Maxvor,good,no,yes
752.8,98,3,1972.0,no,yes,yes,SchwWest,good,no,yes
1149.09,114,3,1968.0,no,yes,yes,Schwab-Frei,top,no,yes
622.05,75,2,1985.0,no,yes,yes,Schwab-Frei,good,no,yes
788.16,77,2,1998.0,no,yes,yes,Schwab-Frei,good,no,yes
456.25,56,1,1991.0,yes,yes,yes,Trud-Rie,good,yes,yes
719.74,69,3,1985.0,no,yes,yes,BamLaim,normal,no,yes
292.95,62,3,1992.0,no,yes,yes,Ram-Per,normal,no,yes
429.49,60,2,1969.0,no,yes,yes,Ram-Per,normal,no,yes
345.83,41,2,1983.0,no,yes,yes,Ram-Per,normal,no,yes
801.96,70,3,1993.0,yes,yes,yes,Trud-Rie,good,yes,yes
414.7,56,1,1974.0,no,yes,yes,BamLaim,good,no,yes
548.39,47,2,1979.0,no,yes,yes,Trud-Rie,normal,no,yes
607.42,60,3,1960.0,no,yes,yes,Au-Haid,good,no,yes
559.52,96,3,1973.0,no,yes,yes,Au-Haid,good,no,yes
684.21,62,3,1981.0,no,yes,yes,Au-Haid,good,no,yes
784.32,140,6,1918.0,no,yes,no,Lud-Isar,good,no,yes
613.56,59,3,1957.0,no,yes,yes,Au-Haid,good,no,yes
419.26,69,2,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
470.4,38,1,1969.0,no,yes,yes,SchwWest,normal,no,yes
588.0,70,3,1973.0,no,yes,yes,Mil-AmH,normal,no,yes
233.58,75,3,1918.0,no,yes,no,Pas-Obmenz,normal,no,no
958.5,97,3,1996.0,yes,yes,yes,Au-Lo-La,normal,yes,yes
330.25,51,2,1957.0,no,yes,yes,BamLaim,normal,no,yes
642.55,64,2,1966.0,no,no,yes,Ram-Per,normal,no,yes
480.0,75,3,1969.0,no,yes,yes,Mil-AmH,normal,no,yes
664.69,78,3,1987.0,no,yes,yes,Lud-Isar,normal,no,yes
352.71,36,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
654.45,86,4,1969.0,no,yes,yes,Neuh-Nymp,normal,no,yes
1314.37,163,4,1918.0,yes,yes,yes,Neuh-Nymp,good,yes,yes
272.24,37,1,1918.0,no,yes,no,Schwanth,normal,no,yes
381.5,57,3,1957.0,no,yes,yes,Schwanth,normal,no,yes
502.57,79,3,1918.0,no,no,no,Neuh-Nymp,normal,no,yes
481.34,101,4,1924.0,no,yes,yes,Neuh-Nymp,good,no,yes
672.36,54,2,1994.0,no,yes,yes,Neuh-Nymp,good,no,yes
674.74,79,3,1957.0,no,yes,yes,Neuh-Nymp,good,no,yes
438.45,45,2,1957.0,no,yes,yes,Neuh-Nymp,good,no,yes
766.95,82,3,1918.0,no,yes,yes,Neuh-Nymp,good,no,yes
557.32,59,2,1972.0,no,yes,yes,Neuh-Nymp,normal,no,yes
512.88,71,3,1967.0,no,no,yes,Feld-Has,normal,no,yes
555.5,80,3,1972.0,no,yes,yes,Moos,normal,no,yes
418.23,42,2,1984.0,no,yes,yes,Moos,normal,no,yes
667.65,52,2,1984.0,no,yes,yes,Schwab-Frei,good,no,yes
712.76,178,5,1918.0,no,yes,no,Schwab-Frei,good,no,no
641.68,58,2,1985.0,no,yes,yes,Mil-AmH,normal,no,yes
432.71,60,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
642.51,76,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
392.06,54,2,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
632.38,56,2,1966.0,no,yes,yes,Bogenh,normal,yes,yes
855.52,91,3,1998.0,no,yes,yes,Bogenh,normal,no,yes
695.2,94,4,1968.0,no,yes,yes,Bogenh,normal,no,yes
564.46,64,2,1985.0,no,yes,yes,Bogenh,normal,no,yes
967.0,100,3,1995.0,yes,yes,yes,Pas-Obmenz,good,no,yes
876.88,77,3,1998.0,no,yes,yes,Pas-Obmenz,good,yes,yes
482.77,65,2,1986.0,no,yes,yes,Pas-Obmenz,good,no,yes
625.31,70,3,1966.0,no,yes,yes,Ugies-Har,normal,no,yes
528.68,62,3,1948.0,no,no,yes,Ugies-Har,normal,yes,yes
507.95,60,2,1918.0,no,yes,yes,Ugies-Har,normal,no,yes
664.69,77,3,1973.0,no,yes,yes,Ram-Per,normal,no,yes
749.7,100,3,1997.0,yes,yes,yes,Ram-Per,good,no,yes
520.33,79,3,1972.0,yes,yes,yes,BamLaim,normal,no,yes
675.0,66,2,1960.0,no,yes,yes,BamLaim,normal,no,yes
429.69,108,4,1924.0,no,yes,no,Bogenh,normal,no,no
598.41,110,3,1918.0,no,no,yes,Neuh-Nymp,good,no,yes
377.98,45,2,1960.0,no,yes,yes,Neuh-Nymp,normal,no,yes
446.85,48,2,1957.0,no,yes,yes,Neuh-Nymp,normal,no,yes
644.03,56,2,1993.0,no,yes,yes,Neuh-Nymp,good,no,yes
710.7,61,2,1983.0,yes,yes,yes,Lud-Isar,good,no,yes
398.17,64,3,1957.0,no,no,yes,Maxvor,good,no,yes
869.21,99,4,1918.0,no,yes,yes,Schwanth,normal,no,yes
724.94,76,3,1966.0,no,yes,yes,Moos,normal,no,yes
567.88,61,3,1970.0,no,yes,yes,Mil-AmH,normal,no,yes
402.9,64,4,1966.0,no,no,yes,Mil-AmH,normal,no,yes
329.68,58,3,1948.0,no,yes,no,Mil-AmH,normal,no,yes
326.95,36,2,1966.0,no,yes,yes,Moos,normal,no,yes
356.1,110,4,1918.0,no,yes,yes,Au-Haid,good,no,yes
503.72,61,2,1918.0,no,yes,yes,Au-Haid,normal,no,yes
1184.64,93,3,1998.0,no,yes,yes,Au-Haid,good,yes,yes
419.26,42,2,1960.0,no,no,yes,SchwWest,good,no,yes
848.98,80,3,1918.0,no,yes,yes,Neuh-Nymp,normal,no,yes
698.41,83,3,1960.0,no,no,yes,Neuh-Nymp,normal,no,yes
490.34,64,2,1918.0,no,yes,no,Lud-Isar,good,no,yes
411.6,96,3,1918.0,no,yes,no,Lud-Isar,good,no,no
479.01,55,2,1918.0,no,yes,yes,Schwanth,normal,no,yes
826.3,82,3,1957.0,no,yes,yes,Lud-Isar,normal,no,yes
368.13,45,2,1957.0,no,yes,yes,Schwanth,normal,no,yes
869.21,85,3,1957.0,no,yes,yes,Schwanth,normal,no,yes
630.83,91,3,1918.0,no,yes,no,Lud-Isar,normal,no,yes
1000.12,100,4,1998.0,yes,yes,yes,Feld-Has,normal,no,yes
1135.07,120,4,1996.0,no,yes,yes,Schwab-Frei,normal,no,yes
515.39,44,2,1939.0,no,yes,yes,Lud-Isar,good,no,yes
922.14,93,3,1970.0,no,yes,yes,Bogenh,good,no,yes
582.89,67,2,1991.0,no,yes,yes,Bogenh,normal,no,yes
306.78,26,1,1972.0,no,yes,yes,Bogenh,good,no,yes
552.19,55,2,1996.0,no,no,yes,Bogenh,good,no,yes
1173.33,100,3,1998.0,no,yes,yes,Au-Haid,top,yes,yes
373.18,42,2,1960.0,no,yes,yes,Au-Lo-La,normal,no,yes
855.85,86,3,1960.0,no,yes,yes,Au-Lo-La,normal,no,yes
145.31,62,3,1957.0,no,no,no,Pas-Obmenz,normal,no,yes
120.8,56,2,1969.0,no,yes,yes,Au-Lo-La,normal,yes,yes
775.49,126,4,1918.0,yes,yes,yes,Laim,normal,no,yes
446.44,62,2,1974.0,no,yes,yes,Laim,normal,no,yes
546.58,65,2,1969.0,no,yes,yes,Laim,normal,no,yes
425.63,48,2,1960.0,no,no,yes,Laim,good,no,yes
490.31,71,3,1957.0,no,no,yes,Laim,normal,no,yes
313.69,53,2,1948.0,no,no,yes,Laim,normal,no,yes
706.84,113,4,1966.0,yes,yes,yes,Ugies-Har,normal,no,yes
475.51,42,1,1957.0,no,yes,yes,Ugies-Har,normal,no,yes
1210.4,128,3,1918.0,yes,yes,yes,Neuh-Nymp,good,yes,yes
706.19,85,3,1918.0,no,yes,yes,Neuh-Nymp,top,no,yes
360.0,33,1,1975.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
1519.2,160,6,1918.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
598.21,70,3,1918.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
797.11,75,3,1966.0,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
422.53,87,4,1924.0,no,yes,yes,Moos,normal,no,yes
632.45,100,4,1918.0,no,yes,yes,Moos,normal,no,yes
287.2,67,3,1918.0,no,no,no,Alt-Le,good,no,yes
804.79,147,6,1918.0,no,yes,yes,Alt-Le,good,no,yes
554.76,48,2,1990.0,no,yes,yes,Alt-Le,good,no,yes
484.6,120,4,1918.0,yes,no,no,Alt-Le,good,no,no
428.07,52,2,1991.0,no,yes,yes,Lud-Isar,normal,no,yes
1002.15,81,3,2000.0,no,yes,yes,Lud-Isar,normal,no,yes
452.02,61,3,1918.0,no,no,no,Lud-Isar,good,no,yes
937.49,97,3,1983.0,no,yes,yes,Bogenh,good,no,yes
920.46,107,4,1966.0,no,yes,yes,Ugies-Har,good,no,yes
847.38,81,3,2000.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
416.91,48,2,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
294.37,30,1,1970.0,no,yes,yes,Ram-Per,good,no,yes
265.88,22,1,1973.0,no,yes,yes,Ram-Per,normal,no,yes
587.99,66,3,1970.0,no,yes,yes,Bogenh,normal,no,yes
413.1,59,2,1948.0,no,yes,yes,Ugies-Har,normal,no,yes
336.45,27,1,1971.0,yes,no,yes,Obgies,normal,no,yes
814.93,86,4,1974.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
702.0,70,3,1967.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
523.8,91,3,1924.0,no,yes,yes,Neuh-Nymp,normal,no,yes
279.04,57,2,1957.0,no,no,no,Maxvor,good,no,yes
510.8,65,2,1918.0,no,no,no,Neuh-Nymp,good,no,yes
486.76,65,2,1957.0,no,no,yes,Neuh-Nymp,good,no,yes
894.76,85,3,1980.0,yes,yes,yes,Neuh-Nymp,good,yes,yes
588.77,89,2,1918.0,no,no,no,Schwanth,normal,no,yes
777.17,62,3,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
637.65,84,3,1998.0,no,yes,yes,Feld-Has,normal,no,yes
296.4,30,1,1971.0,no,yes,yes,BamLaim,normal,no,yes
542.0,66,2,1984.0,no,yes,yes,BamLaim,normal,no,yes
222.5,50,2,1966.0,no,yes,yes,BamLaim,normal,no,yes
271.77,42,2,1960.0,no,no,yes,BamLaim,normal,no,yes
194.92,52,2,1924.0,no,no,yes,BamLaim,normal,no,yes
382.42,77,3,1918.0,no,no,yes,Ram-Per,normal,no,yes
285.07,58,3,1918.0,no,no,yes,Ram-Per,normal,no,yes
286.8,20,1,1972.0,no,yes,yes,Au-Haid,normal,no,yes
706.65,77,3,1957.0,no,yes,yes,Ram-Per,good,no,yes
558.06,57,2,1986.0,no,yes,yes,Ram-Per,normal,no,yes
797.62,72,2,1918.0,no,yes,yes,Au-Haid,normal,no,yes
838.53,66,3,1918.0,no,yes,yes,Au-Haid,normal,yes,yes
417.73,51,2,1948.0,no,yes,yes,Obgies,normal,yes,yes
884.55,84,3,1981.0,no,yes,yes,Send,normal,no,yes
680.03,62,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
340.52,43,2,2000.0,no,yes,yes,Mil-AmH,normal,no,yes
461.19,54,2,1960.0,no,yes,yes,Mil-AmH,normal,no,yes
938.73,73,3,1988.0,no,yes,yes,Moos,normal,no,yes
560.9,72,3,1957.0,no,yes,yes,Lud-Isar,good,no,yes
807.29,67,3,1972.0,no,yes,yes,Lud-Isar,good,yes,yes
291.33,38,1,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
1034.33,100,3,1973.0,yes,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
567.55,65,2,1991.0,no,yes,yes,Ugies-Har,normal,yes,yes
696.39,74,3,1994.0,no,yes,yes,Au-Haid,normal,no,yes
588.82,62,3,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
764.61,86,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
690.0,76,3,1918.0,no,yes,yes,Schwanth,normal,no,yes
655.76,83,5,1960.0,no,yes,yes,Schwanth,normal,no,yes
380.25,34,2,1960.0,no,yes,yes,Lud-Isar,good,no,yes
498.51,57,3,1966.0,no,no,yes,Send,normal,no,yes
959.56,102,3,1918.0,yes,yes,yes,Pas-Obmenz,normal,no,yes
400.05,57,3,1918.0,no,yes,yes,Send,normal,no,no
1140.0,129,4,1918.0,no,yes,yes,Lud-Isar,good,no,yes
522.96,104,3,1918.0,no,no,yes,Lud-Isar,good,no,yes
306.78,35,1,1957.0,no,no,yes,Lud-Isar,good,no,yes
112.08,52,2,1918.0,no,yes,no,Send,normal,no,yes
700.38,90,4,1948.0,no,yes,yes,Obgies,normal,no,yes
491.12,56,2,1967.0,no,yes,yes,Laim,normal,no,yes
521.48,51,2,1983.0,no,yes,yes,Had,good,no,yes
466.81,46,2,1957.0,no,yes,yes,Laim,normal,no,yes
649.35,70,3,1957.0,no,yes,yes,Maxvor,good,no,yes
383.48,35,1,1960.0,no,yes,yes,SchwWest,good,no,yes
766.95,77,3,1983.0,no,yes,yes,Obgies,normal,yes,yes
559.51,58,2,1998.0,no,yes,yes,Send,normal,no,yes
396.26,32,1,1969.0,no,yes,yes,Schwab-Frei,good,no,yes
613.53,60,3,1957.0,no,no,yes,Laim,normal,no,yes
685.14,67,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
574.96,50,2,2000.0,no,yes,yes,Lud-Isar,good,no,yes
838.53,102,4,1980.0,no,yes,yes,Ram-Per,normal,no,yes
912.72,76,3,1918.0,no,yes,yes,Maxvor,good,no,yes
301.97,30,1,1957.0,no,yes,yes,SchwWest,good,no,yes
706.89,65,2,1957.0,no,no,no,Maxvor,good,no,yes
613.56,77,3,1967.0,no,yes,yes,Laim,normal,no,yes
353.41,29,1,1966.0,no,yes,yes,Laim,good,no,yes
295.19,40,1,1967.0,no,yes,yes,Laim,normal,no,yes
335.48,28,1,1967.0,no,yes,yes,Laim,normal,no,yes
519.82,64,3,1966.0,no,yes,yes,Laim,normal,no,yes
772.69,120,5,1966.0,no,yes,yes,Send,normal,no,yes
419.01,42,2,1948.0,no,yes,yes,Had,good,no,yes
448.34,50,2,1982.0,no,yes,yes,Send-West,normal,no,yes
325.84,40,1,1973.0,no,yes,yes,Send-West,good,no,yes
339.09,43,1,1976.0,no,yes,yes,Had,normal,no,yes
819.74,91,3,1998.0,yes,yes,yes,Had,good,yes,yes
779.37,108,6,1948.0,no,yes,yes,Had,good,no,yes
574.65,74,3,1966.0,no,yes,yes,Had,good,no,yes
775.54,80,3,1957.0,no,yes,yes,Had,good,no,yes
627.11,75,3,1948.0,no,yes,yes,Send-West,good,no,yes
650.89,58,2,1992.0,no,yes,yes,Send-West,normal,no,yes
961.23,85,4,1924.0,no,yes,yes,Ram-Per,good,yes,yes
605.58,62,2,1973.0,no,yes,yes,Ram-Per,normal,no,yes
592.67,68,3,1971.0,yes,yes,yes,Ram-Per,good,no,yes
691.01,74,3,1948.0,no,yes,yes,Neuh-Nymp,good,yes,yes
970.05,90,3,1960.0,no,yes,yes,Neuh-Nymp,good,no,yes
383.94,47,2,1918.0,no,yes,yes,Laim,normal,no,yes
434.37,37,1,1992.0,no,yes,yes,Send,normal,no,yes
534.3,57,2,1981.0,no,yes,yes,Had,normal,no,yes
359.75,65,3,1966.0,no,yes,yes,Had,normal,no,yes
530.63,73,3,1966.0,no,yes,yes,Moos,normal,no,yes
664.69,73,3,1974.0,no,yes,yes,Laim,normal,no,yes
183.09,46,2,1918.0,no,yes,no,Laim,normal,no,no
374.15,35,1,1967.0,no,no,yes,Laim,normal,no,yes
568.5,71,3,1924.0,no,yes,yes,Laim,normal,no,yes
516.41,51,2,1957.0,no,yes,yes,Laim,normal,no,yes
719.5,88,4,1918.0,no,no,yes,Laim,normal,no,yes
362.86,58,2,1948.0,no,yes,yes,Laim,normal,no,yes
766.95,89,3,1994.0,no,yes,yes,Obgies,good,yes,yes
499.95,74,2,1984.0,no,no,yes,Ram-Per,normal,no,yes
657.51,81,3,1973.0,yes,yes,yes,Ram-Per,normal,no,yes
591.62,57,2,1985.0,no,yes,yes,Ram-Per,normal,no,yes
724.65,71,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
781.8,76,3,1948.0,no,no,yes,Obgies,normal,no,yes
700.48,95,3,1960.0,no,yes,yes,Obgies,good,no,yes
927.59,120,4,1948.0,no,yes,yes,Ugies-Har,top,no,yes
1046.87,110,4,1957.0,yes,yes,yes,Ugies-Har,good,no,yes
433.04,65,3,1957.0,no,no,yes,Ugies-Har,good,no,yes
346.48,49,2,1960.0,no,yes,yes,Ugies-Har,normal,no,yes
584.79,92,4,1939.0,no,yes,yes,Obgies,normal,no,yes
357.83,34,1,1987.0,no,yes,yes,SchwWest,good,no,yes
766.95,90,4,1960.0,no,yes,yes,SchwWest,good,no,yes
367.01,62,2,1948.0,no,no,yes,Maxvor,good,no,yes
530.91,100,4,1918.0,no,yes,yes,SchwWest,good,no,yes
667.92,96,4,1924.0,no,no,yes,SchwWest,good,yes,yes
327.23,35,1,1972.0,no,yes,yes,SchwWest,normal,no,yes
817.97,100,4,1960.0,no,yes,yes,SchwWest,normal,no,yes
702.0,72,3,1957.0,no,yes,yes,SchwWest,good,no,yes
957.26,70,2,1957.0,yes,yes,yes,Maxvor,good,no,yes
281.21,53,2,1918.0,no,yes,no,Maxvor,good,no,no
178.95,43,1,1957.0,no,yes,yes,SchwWest,good,no,yes
337.46,37,1,1967.0,no,yes,yes,SchwWest,good,no,yes
390.75,28,1,1975.0,no,yes,yes,SchwWest,good,no,yes
493.41,98,3,1918.0,no,yes,yes,SchwWest,good,no,yes
423.01,54,2,1966.0,no,no,yes,SchwWest,good,no,yes
1278.25,133,4,1957.0,no,yes,yes,Lud-Isar,good,no,yes
521.53,45,2,1957.0,no,yes,yes,Schwanth,normal,no,yes
361.91,75,4,1918.0,no,yes,no,Schwanth,normal,no,yes
992.72,95,3,1918.0,no,yes,yes,Lud-Isar,good,no,yes
945.91,110,3,1918.0,no,yes,yes,Neuh-Nymp,good,yes,yes
583.91,67,2,1948.0,no,yes,yes,Neuh-Nymp,good,no,yes
105.9,46,2,1957.0,no,no,yes,Neuh-Nymp,good,no,yes
522.75,65,3,1960.0,no,yes,yes,Neuh-Nymp,normal,no,yes
1329.38,89,3,1918.0,no,no,yes,Neuh-Nymp,good,yes,yes
1022.6,125,5,1924.0,no,yes,yes,Neuh-Nymp,good,no,yes
674.63,64,2,1924.0,no,yes,yes,Neuh-Nymp,good,no,yes
727.66,77,3,1957.0,no,yes,yes,Pas-Obmenz,good,no,yes
601.71,57,2,1998.0,no,no,yes,Au-Lo-La,normal,yes,yes
601.02,60,2,1992.0,no,yes,yes,Trud-Rie,good,no,yes
1527.3,170,5,1918.0,yes,yes,yes,Bogenh,good,no,yes
524.76,70,2,1992.0,no,yes,yes,Trud-Rie,good,yes,yes
489.44,51,2,1993.0,no,yes,yes,Trud-Rie,good,no,yes
732.8,100,4,1977.0,no,yes,yes,BamLaim,good,no,yes
949.65,80,3,2001.0,no,yes,yes,Trud-Rie,good,yes,yes
482.83,50,2,1993.0,no,yes,yes,Trud-Rie,good,no,yes
375.62,62,2,1969.0,no,no,yes,Ram-Per,normal,no,yes
621.72,68,2,1993.0,no,yes,yes,Ram-Per,normal,no,yes
700.99,80,3,1991.0,no,yes,yes,Bogenh,normal,no,yes
771.76,60,2,1989.0,no,yes,yes,Bogenh,normal,yes,yes
693.59,80,3,1971.0,no,no,yes,Trud-Rie,normal,no,yes
874.32,75,3,1992.0,no,yes,yes,Trud-Rie,good,yes,yes
362.0,59,2,1957.0,no,no,no,Maxvor,good,no,no
808.25,76,3,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
922.64,140,5,1924.0,no,yes,no,SchwWest,good,no,yes
704.44,88,4,1984.0,no,yes,yes,Had,normal,no,yes
486.1,70,2,1966.0,no,no,yes,Send,normal,no,yes
608.44,59,2,1998.0,no,yes,yes,Send-West,normal,no,yes
692.81,55,2,1957.0,no,yes,yes,Send,normal,no,yes
512.37,57,2,1993.0,no,yes,yes,Send-West,normal,no,yes
639.13,73,3,1957.0,no,no,yes,Send-West,normal,no,yes
1022.16,92,4,1992.0,no,yes,yes,Send-West,normal,yes,yes
421.73,56,3,1960.0,no,yes,yes,Send-West,normal,no,yes
398.88,83,2,1948.0,no,yes,yes,Send-West,normal,no,yes
399.43,74,3,1924.0,no,yes,yes,Send,normal,no,yes
390.52,65,2,1957.0,no,yes,no,Lud-Isar,normal,no,yes
611.82,65,3,1957.0,no,yes,yes,Lud-Isar,normal,no,yes
787.4,69,3,1993.0,no,no,yes,Lud-Isar,normal,yes,yes
629.7,51,2,1983.0,no,yes,yes,Lud-Isar,normal,no,yes
811.93,102,3,1980.0,no,yes,yes,Maxvor,good,no,yes
765.87,98,4,1966.0,no,yes,yes,Send-West,normal,no,yes
391.14,32,1,1957.0,no,no,yes,Au-Haid,good,no,yes
772.48,80,3,1989.0,no,yes,yes,Ram-Per,normal,no,yes
403.04,37,1,1957.0,no,yes,yes,Obgies,normal,no,yes
569.08,74,3,1971.0,no,yes,yes,Obgies,normal,no,yes
606.35,77,4,1960.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
591.71,56,2,1995.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
917.02,102,5,1918.0,yes,yes,yes,Au-Haid,good,no,yes
483.18,69,3,1971.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
421.61,57,1,1975.0,no,yes,yes,BamLaim,normal,no,yes
590.96,86,3,1972.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
458.35,57,2,1971.0,no,yes,yes,Ugies-Har,good,no,yes
505.72,57,2,1918.0,no,yes,yes,Ugies-Har,normal,no,yes
613.56,56,2,1918.0,no,yes,yes,Send,normal,no,yes
559.37,67,2,1990.0,no,yes,yes,Moos,normal,no,yes
